1.0000000000	2879.9227336640	1660.2062709722	39.3520762361	296.0000000000	0.0000000000	36.0000000000	260.0000000000	2262.0000000000
5.0000000000	3920.9050828969	2464.4930546432	73.7436985178	526.0000000000	15.0000000000	87.0000000000	424.0000000000	4165.0000000000
10.0000000000	5168.7228212810	3253.3225458207	88.2476580052	572.0000000000	18.0000000000	116.0000000000	438.0000000000	4881.0000000000
50.0000000000	13015.7889067690	7165.0561626341	147.1083403654	1134.0000000000	33.0000000000	274.0000000000	827.0000000000	8026.0000000000
100.0000000000	20868.8472053430	10205.4626978108	190.1680378104	1344.0000000000	46.0000000000	350.0000000000	948.0000000000	10891.0000000000
200.0000000000	33734.9111579650	14479.4088393505	248.6252259307	1635.0000000000	70.0000000000	437.0000000000	1128.0000000000	14169.0000000000
500.0000000000	60160.5366575330	22362.0278044749	317.9556301161	2045.0000000000	95.0000000000	618.0000000000	1332.0000000000	17561.0000000000
1000.0000000000	85909.8386910410	29722.2532042304	395.7002035358	2432.0000000000	138.0000000000	765.0000000000	1529.0000000000	22787.0000000000
2000.0000000000	117233.3802803940	38301.2098975017	498.4012386500	2793.0000000000	178.0000000000	932.0000000000	1683.0000000000	30868.0000000000
5000.0000000000	161686.4422551201	51002.5109012729	667.1357166197	3401.0000000000	253.0000000000	1184.0000000000	1964.0000000000	44017.0000000000
8000.0000000000	183204.4886970130	58144.6458144496	776.4977769537	3718.0000000000	297.0000000000	1312.0000000000	2109.0000000000	54321.0000000000
10000.0000000000	193130.9046099820	61771.0449539685	840.8685734849	3875.0000000000	322.0000000000	1376.0000000000	2177.0000000000	59450.0000000000
12000.0000000000	202243.2949714779	64914.5289510905	883.7444557183	3982.0000000000	342.0000000000	1418.0000000000	2222.0000000000	62483.0000000000
15000.0000000000	214454.0480289520	68988.2516693556	938.6819559161	4124.0000000000	364.0000000000	1485.0000000000	2275.0000000000	65603.0000000000
20000.0000000000	230438.9380192730	74556.7011796808	1019.9654265341	4348.0000000000	407.0000000000	1569.0000000000	2372.0000000000	69830.0000000000
30000.0000000000	255913.9496706760	83323.7858915580	1165.0334134027	4617.0000000000	458.0000000000	1677.0000000000	2482.0000000000	75199.0000000000
40000.0000000000	276845.2155993771	90341.7044625757	1258.1629239650	4803.0000000000	499.0000000000	1756.0000000000	2548.0000000000	77823.0000000000
50000.0000000000	293976.1821528900	96234.7913856970	1325.8879054298	4974.0000000000	541.0000000000	1817.0000000000	2616.0000000000	79417.0000000000
