1.0000000000	4416.3849918405	1063.2929730698	31.9808751257	18.0000000000	0.0000000000	3.0000000000	15.0000000000	1788.0000000000
5.0000000000	6194.0960073780	1298.2231092433	35.1464816669	51.0000000000	0.0000000000	9.0000000000	42.0000000000	1951.0000000000
10.0000000000	8331.5960073780	1551.4837722863	38.0444408506	144.0000000000	0.0000000000	18.0000000000	126.0000000000	2093.0000000000
50.0000000000	24811.1634769485	3590.3843667663	62.9038065646	477.0000000000	5.0000000000	54.0000000000	418.0000000000	3324.0000000000
100.0000000000	41265.1086926774	5699.3237950298	92.2834054659	557.0000000000	16.0000000000	109.0000000000	432.0000000000	4905.0000000000
200.0000000000	64232.4014803004	8365.5787211823	126.0623543559	905.0000000000	22.0000000000	176.0000000000	707.0000000000	6754.0000000000
500.0000000000	102406.3169110725	13392.9172872577	199.4510116682	1323.0000000000	39.0000000000	318.0000000000	966.0000000000	10788.0000000000
1000.0000000000	141849.1474227511	18221.9814419229	273.1335265308	1627.0000000000	64.0000000000	434.0000000000	1129.0000000000	14770.0000000000
2000.0000000000	192872.0719797825	24334.9119399157	361.5364290267	2193.0000000000	102.0000000000	662.0000000000	1429.0000000000	20256.0000000000
5000.0000000000	256206.0418176944	32455.6716807872	496.9033240169	2701.0000000000	161.0000000000	885.0000000000	1655.0000000000	29640.0000000000
8000.0000000000	291530.9900024625	37184.3917751222	602.4324714795	3099.0000000000	211.0000000000	1058.0000000000	1830.0000000000	40108.0000000000
10000.0000000000	306425.1117586815	39382.2081021687	661.2840187856	3281.0000000000	233.0000000000	1133.0000000000	1915.0000000000	46675.0000000000
12000.0000000000	319089.9782083814	41866.7416560006	722.6357150159	3330.0000000000	236.0000000000	1151.0000000000	1943.0000000000	49207.0000000000
15000.0000000000	337602.7233202139	44148.4369526030	742.2814840183	3330.0000000000	236.0000000000	1151.0000000000	1943.0000000000	50990.0000000000
20000.0000000000	366541.6988580782	47550.6414683859	813.9333452279	3565.0000000000	266.0000000000	1244.0000000000	2055.0000000000	57096.0000000000
30000.0000000000	407284.8952251765	53162.3151057680	919.5835636004	3863.0000000000	308.0000000000	1368.0000000000	2187.0000000000	63290.0000000000
40000.0000000000	438585.8607777930	57619.6366362909	1014.4480779288	3957.0000000000	330.0000000000	1408.0000000000	2219.0000000000	67813.0000000000
50000.0000000000	466442.0797577145	61687.3717033547	1101.7741796520	4119.0000000000	360.0000000000	1472.0000000000	2287.0000000000	71199.0000000000
