0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
10.0000000000	21.0000000000	0.0001000000	2.0000000000	0.0000000000	0.0000000000	2.0000000000	0.0000000000	0.0000000000	2.0000000000	0.0000000000	0.0000000000
50.0000000000	185.0000000000	0.0005000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000
100.0000000000	385.0000000000	0.0010000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000
200.0000000000	786.0000000000	0.0020000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000
300.0000000000	1193.0000000000	0.0030000000	2.0000000000	0.0000000000	0.0000000000	2.0000000000	0.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000
400.0000000000	1590.0000000000	0.0040000000	2.0000000000	0.0000000000	0.0000000000	2.0000000000	0.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000
500.0000000000	1983.0000000000	0.0050000000	3.0000000000	0.0000000000	0.0000000000	3.0000000000	0.0000000000	0.0000000000	2.0000000000	1.0000000000	0.0000000000
600.0000000000	2381.0000000000	0.0060000000	3.0000000000	0.0000000000	0.0000000000	3.0000000000	0.0000000000	0.0000000000	2.0000000000	1.0000000000	0.0000000000
700.0000000000	2794.0000000000	0.0070000000	4.0000000000	0.0000000000	0.0000000000	4.0000000000	0.0000000000	0.0000000000	3.0000000000	1.0000000000	0.0000000000
800.0000000000	3193.0000000000	0.0080000000	3.0000000000	1.0000000000	0.0000000000	2.0000000000	1.0000000000	0.0000000000	3.0000000000	1.0000000000	0.0000000000
1000.0000000000	4019.0000000000	0.0100000000	4.0000000000	0.0000000000	0.0000000000	4.0000000000	0.0000000000	0.0000000000	4.0000000000	1.0000000000	0.0000000000
2000.0000000000	8063.0000000000	0.0200000000	7.0000000000	1.0000000000	0.0000000000	9.0000000000	0.0000000000	0.0000000000	7.0000000000	1.0000000000	0.0000000000
5000.0000000000	20165.0000000000	0.0500000000	21.0000000000	0.0000000000	0.0000000000	23.0000000000	0.0000000000	0.0000000000	22.0000000000	1.0000000000	0.0000000000
10000.0000000000	40171.0000000000	0.1000000000	35.0000000000	0.0000000000	0.0000000000	42.0000000000	0.0000000000	0.0000000000	37.0000000000	1.0000000000	0.0000000000
20000.0000000000	80345.0000000000	0.2000000000	79.0000000000	0.0000000000	0.0000000000	85.0000000000	1.0000000000	0.0000000000	80.0000000000	1.0000000000	0.0000000000
