0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
10.0000000000	24.0000000000	0.0001000000	2.0000000000	0.0000000000	0.0000000000	2.0000000000	0.0000000000	0.0000000000	0.0000000000	1.0000000000	1.0000000000	3.0000000000	0.0000000000	0.0000000000
50.0000000000	184.0000000000	0.0005000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000	5.0000000000	1.0000000000	0.0000000000
100.0000000000	384.0000000000	0.0010000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000	8.0000000000	1.0000000000	0.0000000000
200.0000000000	784.0000000000	0.0020000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	10.0000000000	0.0000000000	1.0000000000
300.0000000000	1184.0000000000	0.0030000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	10.0000000000	0.0000000000	1.0000000000
400.0000000000	1584.0000000000	0.0040000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	11.0000000000	0.0000000000	1.0000000000
500.0000000000	1984.0000000000	0.0050000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	13.0000000000	0.0000000000	1.0000000000
600.0000000000	2384.0000000000	0.0060000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	12.0000000000	0.0000000000	1.0000000000
700.0000000000	2784.0000000000	0.0070000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	12.0000000000	1.0000000000	1.0000000000
800.0000000000	3184.0000000000	0.0080000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	13.0000000000	0.0000000000	1.0000000000
1000.0000000000	3984.0000000000	0.0100000000	2.0000000000	0.0000000000	1.0000000000	2.0000000000	0.0000000000	1.0000000000	2.0000000000	1.0000000000	0.0000000000	12.0000000000	0.0000000000	1.0000000000
2000.0000000000	7984.0000000000	0.0200000000	3.0000000000	0.0000000000	1.0000000000	3.0000000000	0.0000000000	1.0000000000	3.0000000000	1.0000000000	0.0000000000	14.0000000000	0.0000000000	1.0000000000
5000.0000000000	19984.0000000000	0.0500000000	7.0000000000	0.0000000000	1.0000000000	7.0000000000	0.0000000000	1.0000000000	7.0000000000	1.0000000000	0.0000000000	17.0000000000	1.0000000000	1.0000000000
10000.0000000000	39984.0000000000	0.1000000000	11.0000000000	2.0000000000	1.0000000000	11.0000000000	2.0000000000	1.0000000000	13.0000000000	1.0000000000	0.0000000000	25.0000000000	0.0000000000	1.0000000000
20000.0000000000	79984.0000000000	0.2000000000	21.0000000000	4.0000000000	1.0000000000	23.0000000000	2.0000000000	1.0000000000	21.0000000000	2.0000000000	0.0000000000	41.0000000000	0.0000000000	1.0000000000
